Lucian,Veigar,XinZhao,Nautilus,Jhin,Varus,Nidalee,Heimerdinger,Bard,Brand,1
Tristana,Singed,Ziggs,Pyke,MonkeyKing,Sejuani,AurelionSol,Bard,Orianna,Sivir,1
Twitch,Ekko,Bard,Tryndamere,Shaco,Vex,Chogath,Renekton,Janna,Annie,1
Quinn,Sejuani,Vayne,Yuumi,Gragas,Lulu,Sion,Thresh,Illaoi,Brand,0
Shaco,Chogath,Jinx,Senna,Velkoz,Lucian,Malphite,Braum,Jhin,Rakan,0
Yasuo,Zed,Sett,Nocturne,Gragas,JarvanIV,Renata,Leona,Kaisa,Shen,0
Orianna,Morgana,Teemo,Galio,Poppy,Ashe,Sett,Fiora,MissFortune,Xerath,1
Varus,Ashe,Garen,Lux,Fizz,Draven,Elise,Sett,Samira,Maokai,0
Nunu,Diana,Kaisa,Akali,Belveth,TahmKench,Malphite,Riven,Vi,Ashe,0
Varus,Lux,Karthus,Heimerdinger,MissFortune,Malzahar,Thresh,Orianna,FiddleSticks,Veigar,0
Janna,Naafiri,Malphite,FiddleSticks,Rakan,Bard,Amumu,Singed,Fiora,MonkeyKing,0
Pantheon,Tristana,Nunu,AurelionSol,Malphite,Khazix,Irelia,Fizz,Swain,Ezreal,0
Varus,Olaf,Malphite,Khazix,Leona,Jayce,Swain,Aatrox,TahmKench,Brand,1
FiddleSticks,Gragas,Anivia,Janna,Akshan,Aphelios,Elise,Ahri,Velkoz,Tristana,1
MonkeyKing,Darius,Samira,Ziggs,AurelionSol,DrMundo,Morgana,Xerath,Thresh,Sivir,0
Olaf,Graves,Cassiopeia,Draven,Anivia,Jinx,Tristana,Yasuo,Aatrox,MissFortune,1
Kassadin,Lux,LeeSin,TahmKench,Teemo,Ziggs,Thresh,Ahri,Naafiri,Graves,1
Graves,Neeko,Akshan,Warwick,Varus,Annie,Mordekaiser,Nidalee,Kaisa,Lux,1
Zyra,Nasus,Gnar,Pyke,Hwei,Sylas,Garen,Vayne,Maokai,Velkoz,1
Ornn,Jinx,Taliyah,TahmKench,Gnar,Amumu,TwistedFate,Draven,Graves,Ezreal,1
JarvanIV,Vladimir,Ashe,Nunu,Lissandra,Janna,Blitzcrank,Senna,Urgot,Lux,1
Sona,Vayne,Orianna,Taric,Ekko,Samira,Quinn,Varus,Jax,Soraka,0
Nautilus,Irelia,Gangplank,Leblanc,Heimerdinger,Taliyah,Gnar,Malzahar,Zyra,Evelynn,1
Seraphine,Akali,Nidalee,MonkeyKing,Senna,Khazix,Jhin,Kennen,Urgot,Zyra,1
Ashe,Taric,Sion,Leblanc,Blitzcrank,Zac,Jax,Aphelios,Karthus,Hwei,1
Kennen,TahmKench,Sona,JarvanIV,Varus,Viktor,Akali,Renekton,Lucian,Nunu,1
Lissandra,Braum,Ashe,Shyvana,TahmKench,Neeko,Briar,Syndra,Pantheon,Diana,1
Kalista,Kayle,Nasus,AurelionSol,Twitch,KogMaw,Blitzcrank,Trundle,Samira,Milio,1
Rammus,Ziggs,Chogath,Xayah,Varus,Jayce,Samira,Lillia,Volibear,Nidalee,1
Corki,Pantheon,Fizz,Lulu,MissFortune,Thresh,Morgana,Irelia,Annie,Shaco,1
Rengar,DrMundo,Mordekaiser,MissFortune,Lux,Akali,Amumu,Nocturne,Udyr,Vex,0
Twitch,AurelionSol,Ezreal,Galio,Syndra,Graves,Yorick,Cassiopeia,Rammus,Vladimir,1
Skarner,Yasuo,Blitzcrank,Graves,Gwen,Draven,Teemo,Twitch,Azir,Kindred,0
Diana,Akshan,Thresh,Ashe,Malphite,Mordekaiser,Swain,Veigar,Naafiri,Irelia,1
Poppy,Hecarim,MissFortune,Viktor,Tryndamere,Twitch,Kaisa,Mordekaiser,Anivia,JarvanIV,0
Singed,Viktor,LeeSin,Ekko,Cassiopeia,Nilah,Urgot,Blitzcrank,Pyke,Zyra,1
Hwei,Mordekaiser,Swain,AurelionSol,Twitch,Varus,Ezreal,Neeko,Nidalee,Lucian,1
Jayce,Lulu,Kaisa,Nilah,Blitzcrank,Alistar,Fizz,Shen,Graves,Lissandra,1
Renekton,Nilah,Anivia,Caitlyn,Jinx,Lucian,Ziggs,Varus,Swain,Orianna,0
Veigar,Teemo,Ezreal,Fizz,Lillia,KogMaw,Blitzcrank,Nidalee,LeeSin,Amumu,0
MissFortune,Xerath,Nami,Lissandra,Nilah,Malzahar,Nocturne,TahmKench,Ahri,Graves,1
Fizz,Pantheon,Aatrox,Azir,Ashe,Zoe,Blitzcrank,Lucian,Rengar,Riven,0
Gnar,Karma,Ziggs,Renata,Quinn,Ahri,Volibear,Kindred,Renekton,Kaisa,0
Brand,Briar,Zac,Ahri,Kaisa,Vex,Rumble,Jayce,Nidalee,Corki,0
Ashe,Sylas,Caitlyn,Shen,Vladimir,TahmKench,Malzahar,Jayce,KSante,Kaisa,1
Qiyana,Morgana,Lux,MissFortune,FiddleSticks,Ryze,Nasus,Yasuo,Yone,Gnar,0
Kayle,Riven,Lulu,Morgana,Viego,Sion,Sett,Diana,Vladimir,Thresh,1
Jhin,Ahri,Sett,Ziggs,Ryze,Nunu,TwistedFate,Zilean,Anivia,Yone,0
Sejuani,Fiora,Poppy,Tryndamere,Cassiopeia,Nautilus,Qiyana,Ahri,Morgana,Gragas,1
Ashe,Vayne,Udyr,Veigar,TwistedFate,Khazix,Mordekaiser,Xerath,Braum,Kennen,0
Pyke,Thresh,Caitlyn,Rumble,Lux,Viktor,Shaco,Zoe,Quinn,TwistedFate,0
Jayce,Leblanc,Lissandra,LeeSin,Vayne,Draven,MasterYi,Brand,Swain,Braum,1
Varus,Sona,Leona,Nidalee,Brand,Karma,TahmKench,Zed,Fiora,Nautilus,0
Chogath,Warwick,Graves,Karthus,Briar,Karma,Nilah,Lux,Thresh,DrMundo,1
Viktor,Urgot,Twitch,Malphite,Syndra,Pantheon,Draven,Blitzcrank,Zyra,Taliyah,1
Nasus,Talon,Yone,Briar,Vi,Jinx,Blitzcrank,Swain,Viktor,Ezreal,1
Briar,Teemo,Syndra,Twitch,Jinx,Malzahar,Yorick,Diana,Morgana,Braum,0
Senna,Galio,Warwick,Jinx,Soraka,Kalista,Thresh,MonkeyKing,Urgot,Nasus,0
Aatrox,TwistedFate,Malphite,MonkeyKing,Veigar,Gnar,Swain,Yasuo,Ekko,Katarina,1
Nami,Annie,Aphelios,Karma,Ornn,Zoe,Zeri,Azir,Akali,Kindred,1
Brand,Kassadin,Tryndamere,Kalista,Draven,Yone,Cassiopeia,Sylas,Nautilus,Jhin,1
Kayle,Thresh,Ryze,Nunu,Nocturne,Draven,Diana,Sett,Brand,Briar,0
Rell,Elise,Vayne,Shen,Diana,Blitzcrank,FiddleSticks,Briar,Kayle,Maokai,0
Yasuo,Braum,Zoe,Nidalee,Vi,Varus,Gragas,Xerath,Xayah,Seraphine,1
Karma,Pantheon,Malphite,Velkoz,Vex,Yone,Vayne,Renekton,Viktor,LeeSin,0
Graves,Mordekaiser,Qiyana,Nami,FiddleSticks,Diana,Morgana,Ezreal,Singed,Jinx,1
Garen,Blitzcrank,Vi,TwistedFate,Velkoz,Zoe,Thresh,Yuumi,Caitlyn,Zeri,0
JarvanIV,Kennen,Brand,Vayne,Lux,LeeSin,Gwen,Yuumi,Draven,Quinn,0
Hwei,Lux,LeeSin,Irelia,Fizz,Twitch,Caitlyn,Leona,Lulu,Karma,0
Olaf,Volibear,Viktor,JarvanIV,Draven,Shaco,Yasuo,MissFortune,Xerath,LeeSin,0
Nunu,Nami,Vex,Twitch,Talon,Sett,Kaisa,Anivia,Zoe,Jhin,1
Amumu,Jinx,Azir,Karthus,Elise,Yone,Tristana,Jax,DrMundo,Lissandra,0
Teemo,Nautilus,TahmKench,Xayah,Viego,Garen,Sivir,Janna,Jinx,Kassadin,0
Ryze,Belveth,Alistar,Aphelios,Tristana,Quinn,Hwei,Karma,Qiyana,Jax,0
Veigar,Leona,Gnar,Xayah,Taliyah,Trundle,Kayle,Caitlyn,DrMundo,Briar,1
Karthus,Gnar,Twitch,Veigar,Orianna,Sejuani,Viego,Gangplank,Shyvana,Pyke,1
Zoe,Pyke,Yuumi,Akali,JarvanIV,Shyvana,Veigar,Kayle,Katarina,Aphelios,0
Draven,Rumble,Yasuo,Xayah,Nilah,Akali,Sion,Janna,Ezreal,Aatrox,0
Kayle,Brand,TahmKench,Senna,Hwei,Nami,Corki,Ashe,Ryze,Ahri,1
Sivir,Leblanc,Bard,Zyra,Graves,Heimerdinger,Sylas,Veigar,Nilah,Caitlyn,0
Ryze,Vayne,MasterYi,Nami,MissFortune,Kayle,Lissandra,Sivir,Gwen,Renekton,0
Nami,Ashe,Anivia,Lillia,Blitzcrank,Sona,Irelia,Nidalee,Twitch,Ryze,0
Malzahar,Chogath,Yasuo,Camille,Kalista,MissFortune,Sivir,Malphite,Zed,KSante,0
Kassadin,Corki,Kaisa,Caitlyn,Thresh,Chogath,Sivir,Veigar,TwistedFate,Annie,1
Senna,Tristana,Diana,Zyra,Ornn,DrMundo,Anivia,Kindred,Malzahar,Shaco,0
Zed,Garen,Zoe,Varus,Viktor,Twitch,Galio,Gwen,Xayah,MissFortune,1
Qiyana,TahmKench,Viktor,Veigar,Thresh,Sivir,Galio,Chogath,Nasus,Syndra,0
Teemo,Leona,Viktor,Velkoz,Sion,Urgot,Nidalee,Zoe,JarvanIV,Pyke,1
Katarina,Akshan,Janna,Senna,Chogath,Ziggs,Syndra,LeeSin,Heimerdinger,Garen,0
Azir,TahmKench,Kayle,Swain,Jhin,Seraphine,Ekko,Caitlyn,Xayah,KogMaw,1
Jinx,Pyke,KogMaw,Caitlyn,MissFortune,Vex,Maokai,Zac,RekSai,Leblanc,0
Lux,Mordekaiser,Sona,Xayah,Ezreal,Zoe,Orianna,Jinx,Thresh,Malphite,1
Sion,Jayce,Ekko,Aatrox,Morgana,Gangplank,Jinx,Darius,Brand,Pantheon,0
Sylas,Lulu,Yasuo,Karthus,AurelionSol,MissFortune,Riven,Samira,Zyra,Tryndamere,0
Draven,Kindred,Nunu,Vayne,Vladimir,Veigar,Azir,Tryndamere,Poppy,Nilah,0
Galio,LeeSin,Viktor,Velkoz,Jinx,Brand,TahmKench,Janna,Kayn,MasterYi,0
Viktor,Zac,Shaco,Graves,TwistedFate,Pyke,Ahri,Hwei,Brand,Rakan,0
TwistedFate,Hecarim,Rammus,Jinx,Ashe,Vex,AurelionSol,Gragas,Khazix,Yone,1
LeeSin,Caitlyn,Volibear,Gnar,Braum,Irelia,Morgana,KogMaw,Soraka,Garen,0
Senna,Sett,Braum,Veigar,Lissandra,Anivia,TahmKench,Draven,Trundle,Zilean,0
Ezreal,Leblanc,Elise,Shyvana,Lucian,Tristana,Blitzcrank,Lissandra,Xayah,Rakan,1
Brand,Garen,Alistar,Pyke,Zeri,Seraphine,Bard,Zyra,Xayah,Quinn,1
Twitch,Karma,Graves,Karthus,Varus,FiddleSticks,Ziggs,Milio,Jinx,Rengar,1
Kaisa,Jinx,Leona,Gragas,Poppy,Samira,Urgot,Lillia,LeeSin,Quinn,0
Ezreal,Briar,Teemo,Jhin,Sivir,Senna,XinZhao,Alistar,Varus,Ornn,1
Fizz,Ashe,Vladimir,Galio,Jinx,Lulu,Jhin,Leona,Sett,Draven,0
Akali,Quinn,LeeSin,Nocturne,Teemo,Tristana,Karthus,Hwei,Varus,Twitch,0
Velkoz,Swain,Varus,Vi,Milio,Taliyah,Corki,Zed,Akshan,Nautilus,0
Veigar,Mordekaiser,Volibear,Ezreal,Amumu,Malphite,Caitlyn,Maokai,Orianna,Zeri,0
Aatrox,Khazix,Ryze,Sylas,Lux,Maokai,Leblanc,Renata,Kayle,MissFortune,0
Swain,Urgot,Annie,KogMaw,Naafiri,Sylas,Belveth,Skarner,Leblanc,Galio,0
Hwei,Elise,Yorick,Poppy,Teemo,Lillia,Veigar,Sona,Xayah,Aphelios,0
Diana,Veigar,Ivern,Darius,Jinx,TwistedFate,Lucian,Nunu,Xayah,Cassiopeia,1
Corki,Veigar,Pyke,Ezreal,Viego,Gangplank,Jinx,Thresh,Nilah,Milio,1
Gangplank,Aphelios,Brand,Caitlyn,Ahri,Ekko,Blitzcrank,Warwick,Gwen,Poppy,0
Kassadin,Twitch,Viktor,TwistedFate,Alistar,Pantheon,Qiyana,Lux,Caitlyn,Varus,0
Nasus,Fizz,FiddleSticks,Zeri,Kindred,Kalista,Shaco,Sion,Riven,Poppy,0
Kaisa,Blitzcrank,Akali,Malphite,Aatrox,Brand,Jinx,Caitlyn,Seraphine,Tryndamere,1
Veigar,Vex,Fiora,Nautilus,Brand,Karma,Azir,Yasuo,Sion,Garen,0
Karma,Fizz,Yone,Anivia,Ekko,Swain,Ezreal,KogMaw,Ornn,Syndra,0
Malphite,Irelia,Nunu,Kayle,Kaisa,Tristana,Twitch,Illaoi,Gragas,Zed,1
Brand,Jax,KSante,Yasuo,Nami,Yuumi,Camille,Maokai,MissFortune,Lux,0
Gwen,Xerath,Maokai,Zed,Syndra,Soraka,Diana,Orianna,Karthus,RekSai,1
TahmKench,Leona,Kalista,Bard,Maokai,Jayce,Renekton,Azir,Teemo,Caitlyn,0
Tristana,Sona,Neeko,Rammus,Illaoi,Corki,MonkeyKing,Ashe,Kayle,Nautilus,1
Sivir,Naafiri,Malphite,Katarina,Aatrox,Varus,Kennen,Gangplank,Ezreal,Karma,0
Shyvana,Kalista,Sona,Syndra,Blitzcrank,Tristana,Soraka,Neeko,Renata,Sett,0
Twitch,Jhin,Teemo,Gragas,Syndra,Shyvana,Pyke,Leblanc,Katarina,Zoe,0
Mordekaiser,Zyra,Kennen,Riven,Jayce,Soraka,Zeri,Braum,Alistar,MasterYi,1
Xerath,Amumu,Irelia,Karthus,Nidalee,Pantheon,Ahri,Varus,Kassadin,Sylas,1
AurelionSol,KSante,Mordekaiser,Aphelios,Lissandra,Ryze,Yuumi,Yone,Kaisa,Twitch,1
Ashe,Karma,Hwei,Caitlyn,Belveth,Udyr,Renata,Galio,Nilah,Yasuo,1
Leblanc,MissFortune,Leona,Senna,Sejuani,Gnar,Velkoz,Vayne,Katarina,Lux,0
Darius,Ornn,Velkoz,Sivir,Brand,Udyr,Khazix,Ahri,Fiora,Akshan,0
Viktor,Zoe,Renekton,Kennen,AurelionSol,Pantheon,Syndra,Shaco,KogMaw,Brand,1
Thresh,Nami,Shen,Sett,Orianna,MonkeyKing,Alistar,Nidalee,Jayce,Rakan,0
Yuumi,Kaisa,Lissandra,Zyra,Jax,Chogath,Alistar,Fizz,Maokai,Draven,1
FiddleSticks,Gangplank,Seraphine,Naafiri,Zed,MasterYi,Nautilus,Milio,Xayah,Singed,0
Darius,Yone,Varus,LeeSin,Velkoz,Graves,Garen,Ryze,Annie,Sivir,0
Brand,Morgana,Kayn,Lux,Nami,Caitlyn,Neeko,Kayle,KogMaw,Kassadin,1
JarvanIV,Ahri,Graves,Nunu,Renekton,Mordekaiser,Renata,Jinx,Nautilus,Lulu,0
Soraka,Brand,Malphite,Karthus,Akshan,Kaisa,Swain,Seraphine,Rengar,Zilean,0
Thresh,Yone,Quinn,Katarina,Vayne,Poppy,MissFortune,Ezreal,FiddleSticks,Pyke,1
Katarina,Soraka,Yasuo,Kennen,JarvanIV,Maokai,Ornn,Caitlyn,Quinn,KogMaw,0
Irelia,Xerath,Ezreal,Graves,DrMundo,Urgot,Kayle,Diana,Ziggs,MasterYi,0
Brand,Teemo,Samira,Xayah,Jinx,Qiyana,Bard,Malphite,Draven,Milio,1
Garen,Nidalee,Karthus,Teemo,Ahri,Renata,Leona,Hwei,Graves,Annie,1
Trundle,Shaco,Galio,Renata,Nami,Varus,Vladimir,Jhin,Malzahar,Jax,0
KogMaw,Garen,Ekko,Yone,DrMundo,Chogath,Swain,Blitzcrank,Gangplank,Teemo,0
Malzahar,Alistar,Senna,Tristana,Seraphine,Xerath,Kaisa,Pantheon,Pyke,Talon,1
